place_coordinates_id,place_id,latitude,longitude,ym_geocode
1972,63456,55.996052,40.332281,"Россия, Владимирская область, Радужный"
2270,63730,55.831812,37.329429,"Россия, Московская область, Красногорск"
2098,63940,48.682126,43.538189,"Россия, Волгоградская область, Калач-на-Дону"
2226,63960,50.138012,45.209046,"Россия, Волгоградская область, Камышинский район, Петроввальское городское поселение, Петров Вал"
2096,64131,56.908099,59.942935,"Россия, Свердловская область, Первоуральск"
2367,64359,45.040216,38.975996,"Россия, Краснодар"
2065,64447,45.216717,39.694576,"Россия, Краснодарский край, Усть-Лабинск"
2090,64629,55.506714,36.017358,"Россия, Московская область, Можайск"
2269,64633,56.776473,62.046331,"Россия, Свердловская область, Богданович"
2064,64945,59.389227,35.937759,"Россия, Вологодская область, Бабаево"
2638,64946,55.940513,98.003044,"Россия, Иркутская область, Тайшет"
1971,64971,56.732509,37.167193,"Россия, Московская область, Дубна"
2089,65101,60.374760,120.406318,"Россия, Республика Саха (Якутия), Олёкминск"
1970,65216,43.305575,44.909413,"Россия, Республика Ингушетия, Карабулак"
1969,65261,52.258608,43.788145,"Россия, Саратовская область, Ртищево"
2268,65428,44.635387,40.724459,"Россия, Краснодарский край, Лабинск"
2267,65440,46.713180,142.526604,"Россия, Сахалинская область, Анива"
2266,65527,56.111936,47.714214,"Россия, Чувашская Республика, Мариинский Посад"
1968,65572,51.876190,36.912000,"Россия, Курская область, Щигры"
2088,65588,60.129632,64.803944,"Россия, ХМАО, Урай"
2087,65591,61.253701,75.180725,"Россия, ХМАО, Лангепас"
2637,65693,58.862216,60.810213,"Россия, Свердловская область, Верхотурье"
2636,65761,58.046644,60.555999,"Россия, Свердловская область, Верхняя Салда"
2635,66417,54.103457,54.111243,"Россия, Республика Башкортостан, Белебей"
1967,66689,52.114763,47.202345,"Россия, Саратовская область, Шиханы"
2437,67085,59.220492,39.891568,"Россия, Вологда"
2374,67145,57.000348,40.973921,"Россия, Иваново"
2634,67151,57.943039,102.741523,"Россия, Иркутская область, Усть-Илимск"
2633,67246,53.955591,48.807230,"Россия, Ульяновская область, Сенгилей"
2632,67283,56.495777,60.236540,"Россия, Свердловская область, Полевской"
2086,67313,57.561944,79.567854,"Россия, Томская область, город Кедровый"
2631,67354,56.461621,53.803678,"Россия, Удмуртская Республика, Сарапул"
2630,67605,56.266057,54.193358,"Россия, Удмуртская Республика, Камбарка"
2416,67648,56.852775,53.211463,"Россия, Удмуртская Республика, Ижевск"
2629,67678,44.044519,42.858883,"Россия, Ставропольский край, Ессентуки"
2628,67769,55.070912,57.548458,"Россия, Челябинская область, Ашинский район, Миньяр"
2627,68119,56.499250,39.680814,"Россия, Владимирская область, Юрьев-Польский"
2825,68504,59.127406,37.906920,"Россия, Вологодская область, Череповец"
2225,68644,56.584809,104.114274,"Россия, Иркутская область, Железногорск-Илимский"
2626,68656,54.974917,49.030354,"Россия, Республика Татарстан, Спасский район, Болгар"
2055,68701,50.921287,128.473881,"Россия, Амурская область, Белогорск"
2625,69320,50.813011,37.189678,"Россия, Белгородская область, Короча"
2624,69771,57.683819,63.057664,"Россия, Свердловская область, Ирбит"
2285,69890,56.436990,59.113808,"Россия, Свердловская область, Нижнесергинский район, Михайловск"
2824,70146,55.497934,46.417846,"Россия, Чувашская Республика, Шумерля"
2316,70187,51.711352,105.867364,"Россия, Республика Бурятия, Кабанский район, город Бабушкин"
2317,70196,54.968784,35.857701,"Россия, Калужская область, Медынь"
2623,70598,61.088212,72.616331,"Россия, ХМАО, Нефтеюганск"
2054,70695,55.211075,62.750961,"Россия, Курганская область, Щучье"
2622,70699,45.269866,37.385169,"Россия, Краснодарский край, Темрюк"
2409,70713,56.138654,47.239894,"Россия, Чувашская Республика, Чебоксары"
2621,70736,60.153281,59.952556,"Россия, Свердловская область, Североуральск"
2407,71014,66.530715,66.613851,"Россия, ЯНАО, Салехард"
2823,71020,51.938814,43.499849,"Россия, Саратовская область, Аркадак"
2620,71021,56.990797,86.176508,"Россия, Томская область, Асино"
2619,71389,54.936579,48.831422,"Россия, Республика Татарстан, Тетюши"
2822,71477,54.006025,86.636706,"Россия, Кемеровская область, Киселёвск"
2618,71517,58.039442,63.698144,"Россия, Свердловская область, Туринск"
2821,71902,58.057084,37.112531,"Россия, Тверская область, Красный Холм"
2284,72164,61.370744,63.566784,"Россия, ХМАО, Советский"
2475,72218,51.830941,40.807346,"Россия, Воронежская область, Эртиль"
2820,72435,60.626235,28.564028,"Россия, Ленинградская область, Выборгский район, Высоцк"
2115,72728,58.669803,52.189423,"Россия, Кировская область, Омутнинск"
2819,72737,59.395678,48.966097,"Россия, Кировская область, Мураши"
2518,72834,55.112005,36.586531,"Россия, Калужская область, Обнинск"
2053,72944,59.733024,30.087813,"Россия, Санкт-Петербург, Красное Село"
2617,73396,57.852118,114.198968,"Россия, Иркутская область, Бодайбо"
2616,73695,60.030843,37.789016,"Россия, Вологодская область, Белозерск"
2818,73817,59.720340,30.404469,"Россия, Санкт-Петербург, Пушкинский район, Пушкин"
2517,73906,54.569293,20.169110,"Россия, Калининградская область, Ладушкин"
2615,74132,64.911819,77.761055,"Россия, ЯНАО, Пуровский район, Тарко-Сале"
2052,74201,57.303309,39.849086,"Россия, Ярославская область, Гаврилов-Ям"
2817,74292,58.311753,44.775905,"Россия, Костромская область, Мантурово"
2614,74328,55.031644,36.746503,"Россия, Калужская область, Жуков"
2816,74457,59.078580,42.287815,"Россия, Костромская область, Солигалич"
2815,74497,55.877935,38.780621,"Россия, Московская область, Электрогорск"
2814,74515,43.681913,43.534982,"Россия, Кабардино-Балкарская Республика, Баксан"
2315,74538,55.905442,94.902177,"Россия, Красноярский край, Бородино"
2314,74555,54.729070,20.004206,"Россия, Калининградская область, Приморск"
2051,74610,51.023605,45.695044,"Россия, Саратовская область, Красноармейск"
2613,74686,57.217138,41.918149,"Россия, Ивановская область, Вичуга"
2612,74842,50.529658,42.666670,"Россия, Волгоградская область, Новоаннинский"
2813,74965,53.712530,87.805639,"Россия, Кемеровская область, Мыски"
2313,74982,52.427384,31.737075,"Россия, Брянская область, Злынковское городское поселение, Злынка"
2312,75014,50.997899,81.464278,"Россия, Алтайский край, Локтевский район, Горняк"
2812,75098,56.442802,52.213839,"Россия, Удмуртская Республика, Можга"
2050,75104,59.904234,29.092246,"Россия, Ленинградская область, Сосновый Бор"
2811,75161,54.144767,48.391139,"Россия, Ульяновская область, Новоульяновск"
2810,75212,50.549923,137.007948,"Россия, Хабаровский край, Комсомольск-на-Амуре"
2049,75213,46.818592,134.255034,"Россия, Хабаровский край, Бикин"
2048,75214,50.234524,136.879148,"Россия, Хабаровский край, Амурск"
2611,75339,55.298984,52.006391,"Россия, Республика Татарстан, Заинск"
2516,75515,53.709636,37.286274,"Россия, Тульская область, Плавск"
2610,76460,53.967685,58.410032,"Россия, Республика Башкортостан, Белорецк"
2609,76625,46.110571,48.073235,"Россия, Астраханская область, Камызяк"
2608,76883,52.843114,32.677934,"Россия, Брянская область, Унеча"
2283,76886,57.429915,60.062456,"Россия, Свердловская область, Кировград"
2047,76932,60.912784,34.156813,"Россия, Ленинградская область, Подпорожье"
2507,76951,50.486223,35.666351,"Россия, Белгородская область, Грайворон"
2471,77325,54.000193,90.259513,"Россия, Республика Хакасия, Сорск"
2607,77498,51.959486,116.585325,"Россия, Забайкальский край, Нерчинск"
2469,77564,53.920720,102.049146,"Россия, Иркутская область, Зима"
2311,77846,54.097385,35.344403,"Россия, Калужская область, Сухиничи"
2809,77950,59.540664,30.877719,"Россия, Ленинградская область, Тосно"
2505,78041,56.113256,94.588898,"Россия, Красноярский край, Зеленогорск"
2084,78999,53.053681,60.647753,"Россия, Челябинская область, Карталы"
2808,79060,43.585525,39.723062,"Россия, Краснодарский край, Сочи"
2082,79085,57.460578,41.512254,"Россия, Ивановская область, Приволжский район, Плёс"
2310,79143,52.958964,55.928310,"Россия, Республика Башкортостан, Мелеуз"
2309,79300,50.025872,45.459083,"Россия, Волгоградская область, Николаевск"
2360,79512,62.028098,129.732555,"Россия, Республика Саха (Якутия), Якутск"
2308,80466,61.703306,30.691723,"Россия, Республика Карелия, Сортавала"
2368,80586,61.668673,50.835716,"Россия, Республика Коми, Сыктывкар"
2307,80878,42.821359,47.116439,"Россия, Республика Дагестан, Буйнакск"
2463,80889,43.848465,46.723282,"Россия, Республика Дагестан, Кизляр"
2807,81589,69.349039,88.201014,"Россия, Красноярский край, Норильск"
2462,81677,56.293901,39.376042,"Россия, Владимирская область, Кольчугино"
2376,81704,48.794662,132.921736,"Россия, Еврейская автономная область, Биробиджан"
2461,81908,56.612370,57.763631,"Россия, Свердловская область, Красноуфимск"
2806,81948,43.350116,132.159633,"Россия, Приморский край, Артём"
2460,81985,49.768892,43.648223,"Россия, Волгоградская область, Фролово"
2805,82051,53.653468,47.118029,"Россия, Ульяновская область, Барыш"
2364,82160,59.568164,150.808541,"Россия, Магадан"
2459,82297,55.040492,59.028881,"Россия, Челябинская область, Сатка"
2458,82319,52.210209,104.097395,"Россия, Иркутская область, Шелехов"
2282,82320,51.523078,104.148662,"Россия, Иркутская область, Слюдянский район, Байкальск"
2804,82690,43.168773,44.813087,"Россия, Республика Ингушетия, Магас"
2803,82888,51.485489,46.126783,"Россия, Саратовская область, Энгельс"
2101,82922,57.490639,60.216203,"Россия, Свердловская область, Невьянск"
2606,83531,54.846560,46.241183,"Россия, Республика Мордовия, Ардатов"
2605,84507,57.185866,39.414526,"Россия, Ярославская область, Ростов"
2046,84619,54.605443,86.280901,"Россия, Кемеровская область, Полысаево"
2802,84620,54.663609,86.162243,"Россия, Кемеровская область, Ленинск-Кузнецкий"
2306,85218,64.589056,30.601676,"Россия, Республика Карелия, Костомукша"
2305,85363,51.274895,108.846779,"Россия, Забайкальский край, Петровск-Забайкальский"
2304,85380,59.473572,33.847675,"Россия, Ленинградская область, Бокситогорск"
2801,85456,44.083895,41.971042,"Россия, Карачаево-Черкесская Республика, Усть-Джегута"
2045,85570,51.686992,35.279994,"Россия, Курская область, Льгов"
2800,85637,55.970000,37.917574,"Россия, Московская область, Ивантеевка"
2799,85662,55.577856,37.903470,"Россия, Московская область, Лыткарино"
2303,85831,54.443152,21.008612,"Россия, Калининградская область, Правдинск"
2482,85873,60.732862,77.604002,"Россия, Томская область, Стрежевой"
2302,86163,51.095257,41.617375,"Россия, Воронежская область, Новохопёрск"
2301,86312,48.693682,45.199228,"Россия, Волгоградская область, Ленинск"
2438,86352,56.129042,40.407030,"Россия, Владимир"
2798,86415,43.351880,46.103535,"Россия, Чеченская Республика, Гудермес"
2797,86446,58.753380,42.688400,"Россия, Костромская область, Чухлома"
2796,86643,46.087461,41.935451,"Россия, Республика Калмыкия, Городовиковск"
2300,86669,43.156732,44.155035,"Россия, Республика Северная Осетия — Алания, Дигора"
2481,86831,51.209950,36.267440,"Россия, Курская область, Обоянь"
2604,86882,45.493304,41.215388,"Россия, Ставропольский край, Новоалександровск"
2795,86931,49.220380,143.089560,"Россия, Сахалинская область, Поронайск"
2044,86960,44.634425,39.135563,"Россия, Краснодарский край, Горячий Ключ"
2043,86967,55.713557,84.933869,"Россия, Кемеровская область, Юрга"
2423,87426,51.533103,46.034158,"Россия, Саратов"
2428,87666,56.010569,92.852545,"Россия, Красноярск"
2480,87873,43.628248,44.051747,"Россия, Кабардино-Балкарская Республика, Майский"
2479,87986,54.942144,22.490590,"Россия, Калининградская область, Краснознаменск"
2794,88121,57.880803,43.801449,"Россия, Костромская область, Макарьев"
2603,88125,43.203815,46.872870,"Россия, Республика Дагестан, Кизилюрт"
2793,88274,60.196986,29.705876,"Россия, Санкт-Петербург, Зеленогорск"
2478,88308,49.935298,40.559151,"Россия, Воронежская область, Богучар"
2299,88688,51.501235,81.207774,"Россия, Алтайский край, Рубцовск"
2792,88984,53.757547,87.136044,"Россия, Кемеровская область, Новокузнецк"
2791,89364,58.294389,43.878192,"Россия, Костромская область, Нея"
2298,89459,53.809929,36.130133,"Россия, Тульская область, Белёв"
2297,89539,55.276508,85.615223,"Россия, Кемеровская область, Топки"
2296,89597,55.043819,21.680067,"Россия, Калининградская область, Славское городское поселение, Славск"
2295,89610,53.947309,32.856780,"Россия, Смоленская область, Рославль"
2602,89720,45.434686,40.575994,"Россия, Краснодарский край, Кавказский район, Кропоткин"
2281,89801,50.951257,46.968118,"Россия, Саратовская область, Красный Кут"
2601,89937,51.284472,91.578913,"Россия, Республика Тыва, Дзун-Хемчикский район, Чадан"
2600,90185,42.891586,47.636671,"Россия, Республика Дагестан, Каспийск"
2599,90449,64.537827,34.779911,"Россия, Республика Карелия, Беломорск"
2280,90543,51.309213,39.216277,"Россия, Воронежская область, Нововоронеж"
2598,90557,52.148420,34.491812,"Россия, Брянская область, Севск"
2441,90910,53.348053,83.779875,"Россия, Алтайский край, Барнаул"
2431,91362,44.226863,42.046770,"Россия, Карачаево-Черкесская Республика, Черкесск"
2597,91371,45.618600,38.945579,"Россия, Краснодарский край, Тимашевск"
2042,91373,55.539064,89.180151,"Россия, Красноярский край, Шарыпово"
2596,91435,59.859059,38.374933,"Россия, Вологодская область, Кириллов"
2790,92044,54.947222,31.091977,"Россия, Смоленская область, Рудня"
2595,92091,55.081029,21.888647,"Россия, Калининградская область, Советск"
2789,92220,56.110535,69.479630,"Россия, Тюменская область, Ишим"
2279,92363,53.535278,33.727741,"Россия, Брянская область, Жуковка"
2594,92375,59.973487,42.758873,"Россия, Вологодская область, Тотьма"
2593,92483,43.246265,46.590044,"Россия, Республика Дагестан, Хасавюрт"
2592,92550,48.292228,46.176837,"Россия, Астраханская область, Ахтубинск"
2411,92714,55.160283,61.400856,"Россия, Челябинск"
2591,92827,53.870049,34.438533,"Россия, Калужская область, Людиново"
2590,92933,44.894997,37.316259,"Россия, Краснодарский край, Анапа"
2278,92936,63.282823,118.324239,"Россия, Республика Саха (Якутия), Нюрба"
2589,93062,64.954360,34.594948,"Россия, Республика Карелия, Кемь"
2277,93528,55.555072,98.664357,"Россия, Иркутская область, Нижнеудинский район, Алзамай"
2276,93644,50.192864,39.576502,"Россия, Воронежская область, Россошь"
2275,93649,54.944006,20.151512,"Россия, Калининградская область, Светлогорск"
2788,93782,58.187861,40.174815,"Россия, Ярославская область, Данилов"
2294,93783,58.361966,40.686882,"Россия, Ярославская область, Любим"
2787,93786,57.868814,39.530714,"Россия, Ярославская область, Тутаев"
2293,93824,54.630967,43.216089,"Россия, Республика Мордовия, Темников"
2786,93838,56.120959,38.140940,"Россия, Московская область, Красноармейск"
2588,93954,53.852754,46.354245,"Россия, Ульяновская область, Инза"
2785,94206,54.239989,57.961225,"Россия, Республика Башкортостан, Межгорье"
2292,94590,55.205944,34.298037,"Россия, Смоленская область, Вязьма"
2587,94785,67.497410,64.061091,"Россия, Республика Коми, Воркута"
2586,94853,54.347336,93.435749,"Россия, Красноярский край, Курагинский район, Артёмовск"
2784,95383,52.756539,55.796958,"Россия, Республика Башкортостан, Кумертау"
2182,95390,55.859842,37.120633,"Россия, Московская область, Истринский район, Дедовск"
2181,95450,42.565141,47.871078,"Россия, Республика Дагестан, Избербаш"
2783,95558,53.967870,38.337222,"Россия, Тульская область, Донской"
2180,95729,54.886342,37.116968,"Россия, Калужская область, Жуковский район, Кремёнки"
2782,96023,60.629099,47.261229,"Россия, Кировская область, Луза"
2781,96420,54.913753,33.302362,"Россия, Смоленская область, Дорогобуж"
2433,96441,46.308309,44.270181,"Россия, Республика Калмыкия, Элиста"
2176,96626,61.518883,30.199536,"Россия, Республика Карелия, Лахденпохья"
2175,96809,52.536717,31.933222,"Россия, Брянская область, Новозыбков"
2174,97021,55.215477,67.245160,"Россия, Курганская область, Макушино"
2780,97101,56.558641,40.122866,"Россия, Ивановская область, Гаврилов Посад"
2291,97145,45.029132,35.090081,"Россия, Республика Крым, Кировский район, Старый Крым"
2290,97646,46.051547,38.170432,"Россия, Краснодарский край, Приморско-Ахтарск"
2779,97722,56.085209,60.732536,"Россия, Челябинская область, Снежинск"
2585,98260,50.083698,45.407349,"Россия, Волгоградская область, Камышин"
2274,98263,50.070928,43.240083,"Россия, Волгоградская область, Михайловка"
2289,98625,59.621609,30.393483,"Россия, Ленинградская область, Гатчинский район, Коммунарское городское поселение, Коммунар"
2584,98858,52.579077,33.766073,"Россия, Брянская область, Трубчевск"
2288,99072,60.961154,46.478429,"Россия, Вологодская область, Великоустюгский район, Красавино"
2778,99115,55.338597,59.438603,"Россия, Челябинская область, Куса"
2041,99118,55.485183,60.235974,"Россия, Челябинская область, Карабаш"
2777,99125,55.706061,60.556314,"Россия, Челябинская область, Кыштым"
2583,99153,51.582284,116.637948,"Россия, Забайкальский край, Балей"
2582,99304,50.648389,38.400553,"Россия, Белгородская область, Красногвардейский район, Бирюч"
2776,99431,52.797221,51.163799,"Россия, Самарская область, Нефтегорск"
2775,99449,56.271296,54.933129,"Россия, Республика Башкортостан, Янаул"
2774,99725,56.419836,40.449457,"Россия, Владимирская область, Суздаль"
2773,99833,56.209250,87.735094,"Россия, Кемеровская область, Мариинск"
2040,99877,52.337949,35.351725,"Россия, Курская область, Железногорск"
2039,99901,56.810295,61.338090,"Россия, Свердловская область, Заречный"
2772,99968,53.969771,38.538058,"Россия, Тульская область, Кимовск"
2771,99977,55.910503,37.736330,"Россия, Московская область, Мытищи"
2581,99995,54.354284,38.264314,"Россия, Тульская область, город Венёв"
2170,100406,55.719972,53.101429,"Россия, Республика Татарстан, Мензелинск"
2140,100750,54.951720,20.227752,"Россия, Калининградская область, Пионерский"
2011,100773,58.634951,59.798091,"Россия, Свердловская область, Лесной"
2010,100774,56.798724,59.907083,"Россия, Свердловская область, Ревда"
2009,100781,56.704877,60.079182,"Россия, Свердловская область, Дегтярск"
2008,101001,57.589051,34.560336,"Россия, Тверская область, Вышний Волочёк"
2861,101010,44.850526,34.976157,"Россия, Республика Крым, Судак"
2007,101083,57.376373,59.951667,"Россия, Свердловская область, Верхний Тагил"
2273,101214,56.654506,59.295232,"Россия, Свердловская область, Нижние Серги"
2006,101227,52.930329,158.405710,"Россия, Камчатский край, Вилючинск"
2862,101289,57.788256,38.454362,"Россия, Ярославская область, Мышкин"
2005,101405,59.704306,30.787448,"Россия, Ленинградская область, Тосненский район, Никольское городское поселение, Никольское"
2580,101626,57.358381,37.613440,"Россия, Тверская область, Кашин"
2863,101696,56.262053,62.938754,"Россия, Курганская область, Далматово"
2579,101947,54.901383,52.297113,"Россия, Республика Татарстан, Альметьевск"
2578,102150,54.654334,21.070228,"Россия, Калининградская область, Гвардейск"
2406,102274,57.626549,39.893885,"Россия, Ярославль"
2577,102354,55.011897,36.462555,"Россия, Калужская область, Малоярославец"
2287,102355,55.089516,36.657812,"Россия, Калужская область, Жуковский район, Белоусово"
2576,103019,45.428886,35.825065,"Россия, Республика Крым, Ленинский район, Щёлкино"
2575,103399,59.450577,32.015346,"Россия, Ленинградская область, Кириши"
2864,103495,51.191907,35.272008,"Россия, Курская область, Суджа"
2865,103529,55.957938,38.052339,"Россия, Московская область, Фрязино"
2866,103640,55.830811,34.277834,"Россия, Смоленская область, Сычёвка"
2867,103738,45.709572,34.391650,"Россия, Республика Крым, Джанкой"
2574,103863,55.886897,60.742256,"Россия, Челябинская область, Касли"
2272,103991,50.346552,106.453424,"Россия, Республика Бурятия, город Кяхта"
2004,104090,54.422114,86.303692,"Россия, Кемеровская область, Белово"
2150,104172,54.489534,34.977846,"Россия, Калужская область, Мосальск"
2286,104173,54.079044,34.307667,"Россия, Калужская область, Киров"
2149,104194,61.252970,46.633217,"Россия, Архангельская область, Котлас"
2573,104280,57.371700,61.383303,"Россия, Свердловская область, Реж"
2003,104357,51.762413,128.122002,"Россия, Амурская область, посёлок городского типа Углегорск"
2271,104380,54.036044,35.781721,"Россия, Калужская область, Козельск"
2572,104385,62.078714,32.349977,"Россия, Республика Карелия, Суоярви"
2571,104401,54.591841,22.201117,"Россия, Калининградская область, Гусев"
2868,104419,55.933701,39.624732,"Россия, Владимирская область, Петушинский район, Костерёво"
2570,104444,50.829900,40.596637,"Россия, Воронежская область, Бутурлиновка"
2869,104527,46.711524,38.276451,"Россия, Краснодарский край, Ейск"
2870,104565,60.092406,29.955994,"Россия, Санкт-Петербург, Сестрорецк"
2327,104735,56.603205,84.880931,"Россия, Томская область, город Северск"
2420,104752,52.721246,41.452238,"Россия, Тамбов"
2351,105070,50.211194,38.099914,"Россия, Белгородская область, Валуйки"
2871,105075,44.412303,39.531981,"Россия, Краснодарский край, Апшеронский район, Хадыженск"
2872,105097,45.225174,147.883761,"Россия, Сахалинская область, Курильск"
2873,105285,45.477955,133.418594,"Россия, Приморский край, Лесозаводск"
2874,105301,59.686039,30.430574,"Россия, Санкт-Петербург, Пушкинский район, Павловск"
2002,105307,58.135907,52.663446,"Россия, Удмуртская Республика, Глазов"
2875,105314,53.649823,52.123505,"Россия, Самарская область, Похвистнево"
2569,105387,59.374028,28.611297,"Россия, Ленинградская область, Кингисепп"
2424,105407,67.638067,53.006872,"Россия, НАО, Нарьян-Мар"
2876,105520,57.442544,42.168923,"Россия, Ивановская область, Кинешма"
2568,106053,61.006376,36.449484,"Россия, Вологодская область, Вытегра"
2877,106175,56.053673,59.609678,"Россия, Челябинская область, Нязепетровск"
2001,106176,56.048721,60.231950,"Россия, Челябинская область, Верхний Уфалей"
2148,106256,54.912459,64.433505,"Россия, Курганская область, Куртамыш"
2567,106289,55.049854,55.955224,"Россия, Республика Башкортостан, Благовещенск"
2566,106492,43.567147,43.586590,"Россия, Кабардино-Балкарская Республика, Чегем"
2565,106704,54.723637,37.167121,"Россия, Калужская область, Таруса"
2878,106764,44.095232,39.073364,"Россия, Краснодарский край, Туапсе"
2350,106792,58.826929,44.318762,"Россия, Костромская область, Кологрив"
2349,106946,56.982087,43.168406,"Россия, Ивановская область, Пучеж"
2879,107357,52.891305,40.510453,"Россия, Тамбовская область, Мичуринск"
2880,107360,51.178493,90.598474,"Россия, Республика Тыва, Ак-Довурак"
2326,107495,63.712111,66.677263,"Россия, ХМАО, Белоярский"
2858,107754,63.201789,75.450965,"Россия, ЯНАО, Ноябрьск"
2564,108197,56.237467,96.067310,"Россия, Красноярский край, Иланский"
2000,108208,43.127966,133.126543,"Россия, Приморский край, Партизанск"
2857,108297,55.511093,37.567617,"Россия, Москва, Щербинка"
2856,108443,55.102792,38.753088,"Россия, Московская область, Коломна"
2855,108712,45.001116,41.132429,"Россия, Краснодарский край, Армавир"
2563,109023,66.407193,112.306083,"Россия, Республика Саха (Якутия), Мирнинский район, Удачный"
2146,109202,61.484240,129.148219,"Россия, Республика Саха (Якутия), Хангаласский район, Покровск"
2854,110022,50.894524,142.159382,"Россия, Сахалинская область, Александровск-Сахалинский"
2853,110136,53.443611,41.811627,"Россия, Тамбовская область, Моршанск"
2852,110391,55.871370,38.200606,"Россия, Московская область, Лосино-Петровский"
1999,110539,55.228100,63.290210,"Россия, Курганская область, Шумиха"
2851,110639,46.633754,142.780297,"Россия, Сахалинская область, Корсаков"
2850,110803,45.953712,33.792133,"Россия, Республика Крым, Красноперекопск"
2849,110804,44.495273,34.166353,"Россия, Республика Крым, Ялта"
2848,111066,57.026448,34.167548,"Россия, Тверская область, Кувшиново"
1998,111103,56.223316,32.776677,"Россия, Тверская область, Нелидово"
2847,111158,55.551818,37.706254,"Россия, Московская область, Ленинский район, Видное"
2138,111970,62.134265,77.458439,"Россия, ХМАО, Радужный"
2662,112457,61.639190,72.179319,"Россия, ХМАО, Сургутский район, Лянтор"
2846,112478,54.817842,58.446423,"Россия, Челябинская область, Трёхгорный"
2845,112740,54.926068,58.152898,"Россия, Челябинская область, Усть-Катав"
2562,112839,50.372648,103.286737,"Россия, Республика Бурятия, Закаменск"
2561,113255,58.603351,99.179810,"Россия, Красноярский край, Кежемский район, Кодинск"
2844,113303,54.369230,60.815154,"Россия, Челябинская область, Пласт"
2843,113307,54.978105,60.370057,"Россия, Челябинская область, Чебаркуль"
1997,113308,55.116753,61.617988,"Россия, Челябинская область, Копейск"
2136,113351,53.240555,39.966990,"Россия, Липецкая область, Чаплыгин"
2325,113548,60.727698,114.954865,"Россия, Республика Саха (Якутия), Ленск"
2560,113551,55.177396,36.656770,"Россия, Калужская область, Боровский район, Балабаново"
2559,113877,54.010993,38.290896,"Россия, Тульская область, Новомосковск"
2558,114103,62.596433,50.873238,"Россия, Республика Коми, Княжпогостский район, Емва"
2661,114250,54.807430,35.926647,"Россия, Калужская область, Дзержинский район, Кондрово"
2557,114312,45.718218,42.897034,"Россия, Ставропольский край, Ипатово"
2842,114614,56.290764,62.580056,"Россия, Курганская область, Катайск"
2841,114653,53.978737,38.160757,"Россия, Тульская область, Узловая"
2840,114691,55.436402,37.766567,"Россия, Московская область, Домодедово"
1996,114967,58.731531,50.183063,"Россия, Кировская область, Слободской"
2556,114969,57.304131,47.847919,"Россия, Кировская область, Яранск"
1995,114972,59.339987,52.241516,"Россия, Кировская область, Кирс"
2353,115058,55.441606,65.344316,"Россия, Курган"
2839,115254,57.439483,41.157474,"Россия, Костромская область, Волгореченск"
2222,115282,54.677370,20.135719,"Россия, Калининградская область, город Светлый"
2838,115474,57.252654,41.106189,"Россия, Ивановская область, Фурмановский район, город Фурманов"
2555,115940,63.743701,34.312617,"Россия, Республика Карелия, Сегежа"
2554,116085,53.770093,38.122551,"Россия, Тульская область, Богородицк"
2837,116437,54.793028,38.266201,"Россия, Московская область, Кашира, микрорайон Ожерелье"
1994,116448,57.584241,48.958938,"Россия, Кировская область, Советск"
1993,116450,58.364346,59.826603,"Россия, Свердловская область, Верхняя Тура"
2553,116489,59.565155,30.128165,"Россия, Ленинградская область, Гатчина"
1992,116572,50.629961,38.688095,"Россия, Белгородская область, Алексеевка"
2324,116573,54.110810,102.180219,"Россия, Иркутская область, Саянск"
2836,116830,59.992884,29.777472,"Россия, Санкт-Петербург, Кронштадт"
2835,116919,57.910144,59.981320,"Россия, Свердловская область, Нижний Тагил"
2834,117078,53.100762,91.412195,"Россия, Республика Хакасия, городской округ Саяногорск, город Саяногорск"
2099,117208,55.635630,109.336226,"Россия, Республика Бурятия, Северобайкальск"
1991,117466,55.106855,33.240118,"Россия, Смоленская область, Сафоново"
1990,117514,59.875330,30.981457,"Россия, Ленинградская область, Кировск"
2833,117525,44.039770,43.070804,"Россия, Ставропольский край, Пятигорск"
2348,117799,62.357954,50.071950,"Россия, Республика Коми, Усть-Вымский район, Микунь"
1989,117802,45.368517,41.708635,"Россия, Ставропольский край, Изобильный"
2435,117857,43.225727,44.764641,"Россия, Республика Ингушетия, Назрань"
2832,117885,43.758962,44.010146,"Россия, Кабардино-Балкарская Республика, Прохладный"
2831,118313,49.794114,129.411255,"Россия, Амурская область, Райчихинск"
2347,118314,54.896962,99.031391,"Россия, Иркутская область, Нижнеудинск"
2830,118421,54.536413,52.789489,"Россия, Республика Татарстан, Бугульма"
2829,118581,55.809034,38.978349,"Россия, Московская область, Орехово-Зуево"
2828,118879,43.041711,44.219875,"Россия, Республика Северная Осетия — Алания, Алагир"
2552,118930,54.406333,53.245896,"Россия, Республика Татарстан, Бавлы"
2827,118960,55.404356,49.549885,"Россия, Республика Татарстан, Лаишево"
2390,119239,54.630706,21.819503,"Россия, Калининградская область, Черняховск"
2770,119574,55.797286,37.934417,"Россия, Московская область, Балашиха"
2769,119639,58.221738,92.503702,"Россия, Красноярский край, Лесосибирск"
2038,120240,56.120166,93.335434,"Россия, Красноярский край, Сосновоборск"
2768,120332,51.873621,45.000323,"Россия, Саратовская область, Аткарск"
2037,120547,54.890391,61.403389,"Россия, Челябинская область, Коркино"
2767,120890,57.885626,34.053776,"Россия, Тверская область, Бологое"
2766,120976,55.663299,39.865579,"Россия, Московская область, Рошаль"
